booking_id,fraud_confirmed,investigation_status,investigation_date
2070,0,Cleared,2026-04-30
2071,0,Cleared,2025-07-11
2072,0,Cleared,2025-12-09
2073,0,Cleared,2026-02-24
2074,0,Cleared,2026-04-23
2075,0,Cleared,2025-08-07
2076,0,Cleared,2026-07-17
2077,0,Cleared,2025-03-24
2078,0,Cleared,2025-09-02
2079,0,Cleared,2025-11-28
2080,0,Cleared,2026-01-14
2081,0,Cleared,2026-04-12
2082,0,Cleared,2025-03-25
2083,0,Cleared,2026-02-14
2084,0,Cleared,2025-06-29
2085,0,Cleared,2025-07-30
2086,0,Cleared,2026-05-22
2087,0,Cleared,2026-06-27
2088,0,Cleared,2025-08-07
2089,0,Cleared,2026-04-03
2090,0,Cleared,2025-05-06
2091,0,Cleared,2026-01-11
2092,0,Cleared,2026-01-16
2093,0,Cleared,2025-10-31
2094,0,Cleared,2026-02-04
2095,0,Cleared,2026-08-17
2096,0,Cleared,2026-03-25
2097,0,Cleared,2026-03-06
2098,0,Cleared,2025-07-29
2099,0,Cleared,2025-06-22
2100,0,Cleared,2025-06-15
2101,0,Cleared,2025-10-12
2102,0,Cleared,2025-11-01
2103,0,Cleared,2026-07-26
2104,0,Cleared,2026-02-14
2105,0,Cleared,2026-07-08
2106,0,Cleared,2026-05-26
2107,0,Cleared,2026-07-16
2108,0,Cleared,2025-04-02
2109,0,Cleared,2026-07-03
2110,0,Cleared,2025-01-17
2111,0,Cleared,2025-05-07
2112,0,Cleared,2026-05-08
2113,0,Cleared,2026-04-14
2114,0,Cleared,2025-06-27
2115,0,Cleared,2025-10-01
2116,0,Cleared,2025-05-06
2117,0,Cleared,2026-02-27
2118,0,Cleared,2026-05-11
2119,0,Cleared,2026-02-12
2120,0,Cleared,2025-10-25
2121,0,Cleared,2026-04-22
2122,0,Cleared,2026-07-21
2123,0,Cleared,2026-06-16
2124,1,Confirmed Fraud,2026-07-24
2125,0,Cleared,2025-08-12
2126,0,Cleared,2025-09-15
2127,0,Cleared,2026-01-05
2128,0,Cleared,2026-05-01
2129,0,Cleared,2025-10-30
2130,0,Cleared,2026-06-11
2131,0,Cleared,2026-07-22
2132,0,Cleared,2025-10-30
2133,0,Cleared,2025-07-30
2134,0,Cleared,2025-11-13
2135,0,Cleared,2026-07-18
2136,0,Cleared,2026-02-27
2137,0,Cleared,2026-07-26
2138,1,Confirmed Fraud,2025-07-29
2139,0,Cleared,2025-10-04
2140,0,Cleared,2026-01-22
2141,0,Cleared,2025-09-27
2142,0,Cleared,2026-08-15
2143,0,Cleared,2025-10-07
2144,0,Cleared,2025-07-03
2145,0,Cleared,2026-03-10
2146,0,Cleared,2026-04-14
2147,0,Cleared,2026-06-10
2148,0,Cleared,2026-06-23
2149,0,Cleared,2026-01-11
2150,0,Cleared,2025-03-30
2151,0,Cleared,2026-06-19
2152,0,Cleared,2025-03-23
2153,0,Cleared,2026-01-19
2154,0,Cleared,2026-07-31
2155,1,Confirmed Fraud,2026-01-12
2156,0,Cleared,2025-12-11
2157,0,Cleared,2026-03-03
2158,0,Cleared,2026-03-07
2159,0,Cleared,2025-02-03
2160,0,Cleared,2025-05-19
2161,0,Cleared,2026-06-07
2162,0,Cleared,2025-04-06
2163,0,Cleared,2026-03-14
2164,0,Cleared,2025-04-10
2165,0,Cleared,2026-06-05
2166,0,Cleared,2025-11-11
2167,0,Cleared,2026-05-11
2168,0,Cleared,2026-03-16
2169,0,Cleared,2025-06-03
2170,0,Cleared,2025-05-07
2171,0,Cleared,2025-09-05
2172,0,Cleared,2025-12-22
2173,0,Cleared,2026-05-02
2174,0,Cleared,2026-05-11
2175,0,Cleared,2026-03-06
2176,0,Cleared,2025-10-09
2177,0,Cleared,2025-06-25
2178,0,Cleared,2025-02-26
2179,0,Cleared,2025-07-07
2180,0,Cleared,2025-06-06
2181,0,Cleared,2025-07-04
2182,0,Cleared,2025-01-11
2183,0,Cleared,2025-09-27
2184,0,Cleared,2026-05-20
2185,0,Cleared,2026-07-29
2186,0,Cleared,2026-05-07
2187,0,Cleared,2025-11-13
2188,0,Cleared,2025-08-28
2189,0,Cleared,2026-04-26
2190,0,Cleared,2025-09-30
2191,0,Cleared,2025-12-15
2192,1,Confirmed Fraud,2025-04-03
2193,0,Cleared,2026-05-08
2194,0,Cleared,2025-11-01
2195,0,Cleared,2026-08-02
2196,0,Cleared,2026-01-24
2197,0,Cleared,2025-10-27
2198,0,Cleared,2025-09-15
2199,0,Cleared,2025-02-16
2200,0,Cleared,2025-08-15
2201,0,Cleared,2026-08-16
2202,0,Cleared,2025-10-20
2203,0,Cleared,2026-02-13
2204,0,Cleared,2025-03-24
2205,0,Cleared,2026-05-07
2206,0,Cleared,2026-01-23
2207,0,Cleared,2026-02-23
2208,0,Cleared,2026-02-20
2209,0,Cleared,2026-07-13
2210,0,Cleared,2025-11-24
2211,0,Cleared,2026-05-05
2212,0,Cleared,2026-04-24
2213,0,Cleared,2026-03-30
2214,0,Cleared,2026-07-27
2215,0,Cleared,2026-02-05
2216,0,Cleared,2025-03-31
2217,1,Confirmed Fraud,2025-10-18
2218,0,Cleared,2025-02-06
2219,0,Cleared,2025-05-10
2220,0,Cleared,2026-05-09
2221,0,Cleared,2025-06-08
2222,0,Cleared,2026-07-26
2223,0,Cleared,2026-01-24
2224,0,Cleared,2026-02-19
2225,0,Cleared,2025-10-05
2226,0,Cleared,2026-06-28
2227,0,Cleared,2025-07-06
2228,0,Cleared,2025-02-08
2229,0,Cleared,2025-06-18
2230,0,Cleared,2025-10-11
2231,0,Cleared,2025-09-07
2232,0,Cleared,2026-05-20
2233,0,Cleared,2026-06-15
2234,0,Cleared,2025-12-03
2235,0,Cleared,2026-01-25
2236,0,Cleared,2025-08-17
2237,0,Cleared,2026-04-04
2238,0,Cleared,2026-06-02
2239,0,Cleared,2025-08-22
2240,0,Cleared,2026-07-20
2241,0,Cleared,2025-05-22
2242,0,Cleared,2026-03-20
2243,0,Cleared,2026-04-17
2244,0,Cleared,2025-04-09
2245,0,Cleared,2025-12-21
2246,0,Cleared,2025-07-22
2247,0,Cleared,2025-04-07
2248,0,Cleared,2025-10-12
2249,0,Cleared,2025-09-30
2250,0,Cleared,2025-09-29
2251,0,Cleared,2026-04-13
2252,0,Cleared,2025-03-28
2253,0,Cleared,2025-03-11
2254,0,Cleared,2026-02-25
2255,0,Cleared,2025-05-27
2256,0,Cleared,2026-02-24
2257,0,Cleared,2026-06-10
2258,0,Cleared,2025-06-06
2259,0,Cleared,2026-06-30
2260,0,Cleared,2025-11-01
2261,0,Cleared,2025-02-12
2262,0,Cleared,2025-04-16
2263,0,Cleared,2026-03-06
2264,0,Cleared,2026-04-05
2265,0,Cleared,2026-06-16
2266,0,Cleared,2026-07-13
2267,0,Cleared,2025-02-11
2268,0,Cleared,2025-09-06
2269,1,Confirmed Fraud,2026-04-25
2270,0,Cleared,2025-07-08
2271,0,Cleared,2025-11-05
2272,0,Cleared,2025-12-11
2273,0,Cleared,2025-07-09
2274,0,Cleared,2025-10-13
2275,0,Cleared,2026-04-07
2276,0,Cleared,2025-01-21
2277,0,Cleared,2025-10-06
2278,0,Cleared,2026-06-10
2279,0,Cleared,2026-04-28
2280,0,Cleared,2026-08-09
2281,1,Confirmed Fraud,2026-03-16
2282,0,Cleared,2025-11-29
2283,0,Cleared,2026-06-17
2284,0,Cleared,2026-04-02
2285,0,Cleared,2026-02-09
2286,0,Cleared,2026-05-22
2287,0,Cleared,2025-10-03
2288,0,Cleared,2026-03-19
2289,0,Cleared,2025-08-20
2290,0,Cleared,2025-11-15
2291,0,Cleared,2026-03-02
2292,1,Confirmed Fraud,2026-03-05
2293,0,Cleared,2026-08-13
2294,0,Cleared,2026-02-20
2295,0,Cleared,2026-04-30
2296,0,Cleared,2025-07-21
2297,0,Cleared,2025-10-01
2298,0,Cleared,2026-04-23
2299,0,Cleared,2026-01-28
2300,0,Cleared,2025-02-05
2301,0,Cleared,2026-04-05
2302,0,Cleared,2026-04-10
2303,0,Cleared,2026-07-20
2304,0,Cleared,2026-02-03
2305,0,Cleared,2026-02-17
2306,0,Cleared,2025-03-09
2307,0,Cleared,2025-07-26
2308,0,Cleared,2026-06-23
2309,0,Cleared,2025-08-22
2310,0,Cleared,2026-05-15
2311,0,Cleared,2026-04-05
2312,0,Cleared,2025-12-27
2313,0,Cleared,2025-10-02
2314,0,Cleared,2026-04-30
2315,0,Cleared,2025-09-18
2316,1,Confirmed Fraud,2025-07-12
2317,0,Cleared,2026-06-18
2318,0,Cleared,2026-07-21
2319,0,Cleared,2026-08-02
2320,0,Cleared,2025-08-04
2321,0,Cleared,2025-07-10
2322,1,Confirmed Fraud,2026-07-11
2323,0,Cleared,2025-04-30
2324,0,Cleared,2026-06-01
2325,0,Cleared,2026-01-06
2326,0,Cleared,2025-03-12
2327,0,Cleared,2025-10-17
2328,0,Cleared,2025-03-09
2329,0,Cleared,2026-02-08
2330,0,Cleared,2026-08-03
2331,0,Cleared,2026-07-10
2332,0,Cleared,2026-02-25
2333,0,Cleared,2025-09-19
2334,0,Cleared,2025-08-19
2335,0,Cleared,2025-05-24
2336,0,Cleared,2025-08-01
2337,0,Cleared,2025-02-07
2338,0,Cleared,2025-09-17
2339,0,Cleared,2026-02-22
2340,0,Cleared,2026-03-30
2341,0,Cleared,2025-05-06
2342,0,Cleared,2026-03-31
2343,0,Cleared,2026-08-08
2344,1,Confirmed Fraud,2025-09-15
2345,0,Cleared,2026-07-27
2346,0,Cleared,2026-04-24
2347,0,Cleared,2026-06-16
2348,0,Cleared,2026-07-24
2349,0,Cleared,2026-07-24
2350,0,Cleared,2025-08-31
2351,0,Cleared,2026-07-03
2352,0,Cleared,2026-05-08
2353,0,Cleared,2026-01-06
2354,0,Cleared,2026-06-07
2355,0,Cleared,2026-08-04
2356,0,Cleared,2025-06-23
2357,0,Cleared,2026-05-18
2358,0,Cleared,2025-08-07
2359,0,Cleared,2025-03-10
2360,1,Confirmed Fraud,2026-01-27
2361,0,Cleared,2026-05-31
2362,0,Cleared,2026-05-16
2363,0,Cleared,2026-03-20
2364,0,Cleared,2025-10-02
2365,0,Cleared,2026-06-11
2366,0,Cleared,2026-01-16
2367,0,Cleared,2025-06-27
2368,0,Cleared,2025-12-15
2369,0,Cleared,2025-08-11
2370,0,Cleared,2026-01-31
2371,0,Cleared,2025-02-07
2372,0,Cleared,2025-02-03
2373,0,Cleared,2026-01-09
2374,0,Cleared,2025-07-06
2375,1,Confirmed Fraud,2026-06-10
2376,0,Cleared,2025-12-18
2377,0,Cleared,2025-07-31
2378,0,Cleared,2026-07-15
2379,0,Cleared,2026-03-28
2380,0,Cleared,2025-02-14
2381,0,Cleared,2026-07-04
2382,0,Cleared,2025-06-17
2383,0,Cleared,2025-08-14
2384,0,Cleared,2026-01-04
2385,0,Cleared,2026-07-10
2386,0,Cleared,2025-11-22
2387,0,Cleared,2026-03-09
2388,0,Cleared,2026-01-26
2389,0,Cleared,2025-05-15
2390,0,Cleared,2026-06-27
2391,0,Cleared,2026-02-01
2392,0,Cleared,2026-01-30
2393,0,Cleared,2025-07-27
2394,0,Cleared,2025-02-02
2395,0,Cleared,2026-03-28
2396,1,Confirmed Fraud,2025-11-17
2397,0,Cleared,2026-05-14
2398,1,Confirmed Fraud,2025-03-30
2399,0,Cleared,2026-01-12
2400,0,Cleared,2026-03-10
2401,0,Cleared,2025-02-28
2402,0,Cleared,2026-04-18
2403,0,Cleared,2026-04-01
2404,0,Cleared,2026-05-10
2405,0,Cleared,2025-05-18
2406,0,Cleared,2026-01-07
2407,0,Cleared,2025-02-18
2408,0,Cleared,2026-05-08
2409,0,Cleared,2026-06-27
2410,0,Cleared,2025-12-23
2411,0,Cleared,2026-06-03
2412,0,Cleared,2025-11-15
2413,0,Cleared,2025-09-27
2414,0,Cleared,2025-07-01
2415,0,Cleared,2026-06-28
2416,0,Cleared,2026-01-29
2417,0,Cleared,2026-01-20
2418,0,Cleared,2025-11-22
2419,0,Cleared,2026-04-02
2420,0,Cleared,2026-03-29
2421,0,Cleared,2025-09-08
2422,0,Cleared,2025-11-21
2423,0,Cleared,2026-07-26
2424,0,Cleared,2025-12-08
2425,0,Cleared,2026-07-06
2426,0,Cleared,2025-02-02
2427,0,Cleared,2026-07-08
2428,0,Cleared,2026-04-10
2429,0,Cleared,2025-03-09
2430,0,Cleared,2026-03-29
2431,0,Cleared,2026-04-23
2432,0,Cleared,2025-07-09
2433,0,Cleared,2026-06-09
2434,0,Cleared,2026-06-24
2435,0,Cleared,2025-12-24
2436,0,Cleared,2026-07-21
2437,0,Cleared,2026-07-20
2438,0,Cleared,2026-04-09
2439,0,Cleared,2026-01-29
2440,0,Cleared,2026-07-15
2441,0,Cleared,2025-07-11
2442,0,Cleared,2026-01-04
2443,0,Cleared,2026-05-05
2444,1,Confirmed Fraud,2025-02-04
2445,0,Cleared,2026-07-27
2446,0,Cleared,2025-11-28
2447,0,Cleared,2026-01-23
2448,0,Cleared,2025-07-20
2449,0,Cleared,2025-08-10
2450,0,Cleared,2026-01-31
2451,0,Cleared,2026-04-13
2452,0,Cleared,2025-09-18
2453,0,Cleared,2026-04-28
2454,0,Cleared,2025-02-15
2455,0,Cleared,2026-06-26
2456,0,Cleared,2026-05-22
2457,0,Cleared,2026-01-21
2458,0,Cleared,2026-05-05
2459,0,Cleared,2026-05-09
2460,0,Cleared,2025-10-02
2461,0,Cleared,2025-11-24
2462,0,Cleared,2026-05-25
2463,0,Cleared,2025-04-19
2464,0,Cleared,2026-08-05
2465,0,Cleared,2026-07-02
2466,0,Cleared,2025-11-19
2467,0,Cleared,2026-04-18
2468,0,Cleared,2025-05-04
2469,0,Cleared,2026-07-04
2470,0,Cleared,2025-12-11
2471,0,Cleared,2025-10-07
2472,0,Cleared,2025-09-12
2473,0,Cleared,2025-03-21
2474,0,Cleared,2026-04-06
2475,0,Cleared,2026-05-04
2476,0,Cleared,2025-04-17
2477,0,Cleared,2025-02-03
2478,0,Cleared,2026-03-09
2479,0,Cleared,2025-07-14
2480,1,Confirmed Fraud,2026-01-06
2481,1,Confirmed Fraud,2026-06-03
2482,1,Confirmed Fraud,2025-11-12
2483,0,Cleared,2025-06-01
2484,0,Cleared,2025-05-12
2485,0,Cleared,2026-03-18
2486,1,Confirmed Fraud,2026-01-28
2487,0,Cleared,2026-07-15
2488,0,Cleared,2026-07-26
2489,0,Cleared,2026-05-10
2490,0,Cleared,2026-02-23
2491,0,Cleared,2025-12-08
2492,0,Cleared,2025-05-29
2493,0,Cleared,2025-02-18
2494,0,Cleared,2026-01-29
2495,0,Cleared,2026-08-08
2496,0,Cleared,2025-05-01
2497,0,Cleared,2025-10-11
2498,0,Cleared,2026-07-18
2499,1,Confirmed Fraud,2026-02-02
2500,0,Cleared,2025-12-06
2501,0,Cleared,2026-02-03
2502,0,Cleared,2026-05-02
2503,0,Cleared,2025-08-16
2504,0,Cleared,2025-09-25
2505,0,Cleared,2026-05-22
2506,0,Cleared,2025-05-12
2507,0,Cleared,2025-05-20
2508,0,Cleared,2025-10-30
2509,0,Cleared,2025-08-19
2510,0,Cleared,2026-06-29
2511,0,Cleared,2026-01-23
2512,0,Cleared,2025-02-16
2513,0,Cleared,2025-06-04
2514,0,Cleared,2026-03-28
2515,0,Cleared,2025-06-04
2516,0,Cleared,2025-08-20
2517,0,Cleared,2026-08-01
2518,0,Cleared,2025-11-27
2519,0,Cleared,2025-12-12
2520,0,Cleared,2025-08-05
2521,0,Cleared,2026-01-28
2522,0,Cleared,2025-12-15
2523,0,Cleared,2025-12-29
2524,0,Cleared,2026-07-16
2525,0,Cleared,2026-07-05
2526,0,Cleared,2026-07-13
2527,0,Cleared,2026-07-18
2528,0,Cleared,2025-09-14
2529,0,Cleared,2026-01-03
2530,0,Cleared,2025-10-30
2531,0,Cleared,2026-05-17
2532,0,Cleared,2025-10-04
2533,0,Cleared,2025-01-07
2534,0,Cleared,2026-07-13
2535,0,Cleared,2025-08-18
2536,0,Cleared,2026-07-11
2537,0,Cleared,2025-11-04
2538,0,Cleared,2025-08-21
2539,0,Cleared,2025-05-08
2540,0,Cleared,2025-06-10
2541,0,Cleared,2025-10-27
2542,0,Cleared,2026-03-19
2543,0,Cleared,2026-04-15
2544,0,Cleared,2025-10-30
2545,0,Cleared,2025-12-12
2546,0,Cleared,2025-07-02
2547,0,Cleared,2026-03-26
2548,0,Cleared,2026-05-25
2549,0,Cleared,2026-04-08
2550,0,Cleared,2026-01-12
2551,0,Cleared,2026-07-30
2552,0,Cleared,2026-05-29
2553,0,Cleared,2026-03-06
2554,0,Cleared,2026-08-03
2555,0,Cleared,2026-07-24
2556,0,Cleared,2025-08-31
2557,0,Cleared,2026-03-03
2558,1,Confirmed Fraud,2025-12-05
2559,0,Cleared,2026-07-04
2560,0,Cleared,2026-07-10
2561,0,Cleared,2025-01-14
2562,0,Cleared,2026-02-13
2563,0,Cleared,2026-06-19
2564,0,Cleared,2025-04-03
2565,0,Cleared,2026-05-23
2566,0,Cleared,2026-03-07
2567,0,Cleared,2026-04-27
2568,0,Cleared,2026-02-13
2569,0,Cleared,2025-08-17
2570,0,Cleared,2026-05-07
2571,0,Cleared,2025-12-24
2572,0,Cleared,2026-03-05
2573,0,Cleared,2026-06-18
2574,1,Confirmed Fraud,2025-03-15
2575,0,Cleared,2026-03-22
2576,0,Cleared,2026-02-02
2577,0,Cleared,2026-06-02
2578,0,Cleared,2026-04-11
2579,0,Cleared,2025-05-24
2580,0,Cleared,2025-03-06
2581,0,Cleared,2026-06-09
2582,0,Cleared,2026-04-28
2583,0,Cleared,2026-04-05
2584,0,Cleared,2026-01-01
2585,0,Cleared,2025-03-07
2586,0,Cleared,2026-06-27
2587,0,Cleared,2025-06-24
2588,0,Cleared,2025-06-08
2589,0,Cleared,2025-11-27
2590,0,Cleared,2025-10-26
2591,0,Cleared,2025-11-14
2592,0,Cleared,2026-07-02
2593,0,Cleared,2025-06-16
2594,0,Cleared,2026-01-02
2595,0,Cleared,2026-02-28
2596,0,Cleared,2026-02-06
2597,0,Cleared,2026-05-11
2598,0,Cleared,2026-06-10
2599,0,Cleared,2026-05-06
2600,0,Cleared,2025-09-13
2601,0,Cleared,2026-01-01
2602,0,Cleared,2026-07-26
2603,0,Cleared,2026-07-30
2604,0,Cleared,2025-04-13
2605,0,Cleared,2025-09-30
2606,0,Cleared,2026-07-27
2607,0,Cleared,2026-07-08
2608,0,Cleared,2026-05-03
2609,0,Cleared,2025-07-20
2610,0,Cleared,2025-07-24
2611,0,Cleared,2026-06-17
2612,0,Cleared,2026-05-07
2613,1,Confirmed Fraud,2026-04-15
2614,0,Cleared,2025-06-20
2615,0,Cleared,2025-10-01
2616,0,Cleared,2025-08-27
2617,0,Cleared,2025-03-30
2618,0,Cleared,2026-07-07
2619,0,Cleared,2026-06-20
2620,0,Cleared,2026-06-28
2621,0,Cleared,2026-06-06
2622,0,Cleared,2025-06-06
2623,0,Cleared,2026-06-29
2624,0,Cleared,2025-01-22
2625,0,Cleared,2026-02-11
2626,0,Cleared,2025-11-03
2627,0,Cleared,2025-11-03
2628,0,Cleared,2025-06-01
2629,0,Cleared,2026-03-21
2630,0,Cleared,2026-06-29
2631,1,Confirmed Fraud,2026-05-05
2632,0,Cleared,2025-06-05
2633,0,Cleared,2026-01-15
2634,0,Cleared,2025-03-06
2635,0,Cleared,2026-07-15
2636,0,Cleared,2025-02-10
2637,0,Cleared,2025-02-07
2638,0,Cleared,2026-07-05
2639,0,Cleared,2026-07-05
2640,0,Cleared,2025-07-10
2641,0,Cleared,2026-06-13
2642,0,Cleared,2025-12-28
2643,0,Cleared,2026-02-13
2644,0,Cleared,2026-04-03
2645,0,Cleared,2025-12-04
2646,0,Cleared,2025-11-14
2647,0,Cleared,2025-04-14
2648,0,Cleared,2026-04-01
2649,0,Cleared,2025-09-01
2650,0,Cleared,2025-09-03
2651,0,Cleared,2026-03-11
2652,1,Confirmed Fraud,2025-11-06
2653,0,Cleared,2026-02-18
2654,0,Cleared,2025-02-05
2655,1,Confirmed Fraud,2025-10-30
2656,0,Cleared,2026-01-09
2657,0,Cleared,2026-07-17
2658,0,Cleared,2025-05-28
2659,0,Cleared,2026-06-25
2660,0,Cleared,2026-07-04
2661,0,Cleared,2026-03-27
2662,0,Cleared,2025-08-11
2663,0,Cleared,2025-03-27
2664,0,Cleared,2026-04-16
2665,0,Cleared,2025-07-23
2666,0,Cleared,2026-04-23
2667,0,Cleared,2026-03-22
2668,0,Cleared,2026-03-07
2669,0,Cleared,2026-01-10
2670,0,Cleared,2026-07-13
2671,0,Cleared,2026-03-14
2672,0,Cleared,2025-06-17
2673,0,Cleared,2025-10-07
2674,0,Cleared,2026-03-20
2675,0,Cleared,2025-04-19
2676,0,Cleared,2025-06-12
2677,0,Cleared,2026-05-24
2678,0,Cleared,2025-07-01
2679,0,Cleared,2026-05-17
2680,0,Cleared,2026-07-12
2681,0,Cleared,2025-11-02
2682,0,Cleared,2026-01-22
2683,0,Cleared,2026-07-23
2684,0,Cleared,2026-07-07
2685,0,Cleared,2025-09-07
2686,0,Cleared,2025-08-28
2687,0,Cleared,2025-04-06
2688,0,Cleared,2025-06-01
2689,0,Cleared,2026-03-05
2690,0,Cleared,2026-05-30
2691,0,Cleared,2025-03-24
2692,0,Cleared,2025-04-14
2693,0,Cleared,2026-07-21
2694,0,Cleared,2025-09-06
2695,0,Cleared,2025-11-25
2696,0,Cleared,2026-05-10
2697,0,Cleared,2026-03-22
2698,0,Cleared,2026-04-10
2699,0,Cleared,2025-07-28
2700,0,Cleared,2026-04-22
2701,1,Confirmed Fraud,2026-08-08
2702,0,Cleared,2026-03-01
2703,0,Cleared,2026-02-20
2704,0,Cleared,2026-02-26
2705,0,Cleared,2026-07-06
2706,0,Cleared,2026-03-30
2707,0,Cleared,2025-03-19
2708,0,Cleared,2026-06-05
2709,0,Cleared,2025-09-21
2710,0,Cleared,2026-02-08
2711,1,Confirmed Fraud,2025-11-20
2712,0,Cleared,2025-11-20
2713,0,Cleared,2025-04-03
2714,0,Cleared,2026-02-17
2715,0,Cleared,2026-07-25
2716,0,Cleared,2026-05-08
2717,0,Cleared,2026-06-04
2718,0,Cleared,2026-02-28
2719,0,Cleared,2026-04-16
2720,0,Cleared,2025-06-16
2721,0,Cleared,2026-04-19
2722,0,Cleared,2025-10-23
2723,0,Cleared,2026-04-05
2724,0,Cleared,2026-05-04
2725,0,Cleared,2025-10-14
2726,0,Cleared,2026-05-23
2727,0,Cleared,2026-07-27
2728,0,Cleared,2026-06-08
2729,0,Cleared,2026-01-21
2730,0,Cleared,2025-12-01
2731,0,Cleared,2025-11-30
2732,0,Cleared,2025-05-22
2733,0,Cleared,2025-09-08
2734,0,Cleared,2025-10-03
2735,0,Cleared,2025-12-10
2736,0,Cleared,2025-03-02
2737,0,Cleared,2026-04-11
2738,0,Cleared,2025-12-05
2739,0,Cleared,2026-05-11
2740,0,Cleared,2025-07-01
2741,1,Confirmed Fraud,2026-05-15
2742,0,Cleared,2026-06-29
2743,0,Cleared,2026-06-07
2744,0,Cleared,2025-05-01
2745,0,Cleared,2026-07-14
2746,0,Cleared,2026-03-18
2747,0,Cleared,2025-09-13
2748,0,Cleared,2026-01-29
2749,0,Cleared,2026-02-08
2750,0,Cleared,2026-05-14
2751,0,Cleared,2026-07-31
2752,0,Cleared,2025-06-15
2753,0,Cleared,2026-01-04
2754,0,Cleared,2026-06-07
2755,0,Cleared,2026-07-25
2756,0,Cleared,2025-06-03
2757,0,Cleared,2026-05-22
2758,0,Cleared,2026-06-16
2759,0,Cleared,2026-06-13
2760,0,Cleared,2025-09-14
2761,0,Cleared,2026-04-10
2762,0,Cleared,2026-03-18
2763,0,Cleared,2025-10-12
2764,0,Cleared,2026-08-01
2765,0,Cleared,2025-11-05
2766,0,Cleared,2025-07-11
2767,0,Cleared,2026-07-13
2768,0,Cleared,2026-01-04
2769,0,Cleared,2025-10-31
2770,1,Confirmed Fraud,2026-05-19
2771,0,Cleared,2025-08-03
2772,0,Cleared,2025-03-06
2773,0,Cleared,2026-07-05
2774,0,Cleared,2025-02-03
2775,0,Cleared,2026-05-24
2776,0,Cleared,2025-07-20
2777,0,Cleared,2026-05-24
2778,0,Cleared,2025-07-17
2779,0,Cleared,2026-03-16
2780,1,Confirmed Fraud,2026-04-16
2781,0,Cleared,2025-08-20
2782,0,Cleared,2025-08-23
2783,0,Cleared,2025-10-25
2784,0,Cleared,2025-11-20
2785,0,Cleared,2026-03-11
2786,0,Cleared,2026-02-21
2787,0,Cleared,2026-02-24
2788,0,Cleared,2026-01-26
2789,0,Cleared,2026-06-25
2790,0,Cleared,2026-05-11
2791,0,Cleared,2026-07-05
2792,1,Confirmed Fraud,2026-08-07
2793,0,Cleared,2026-07-11
2794,0,Cleared,2025-08-24
2795,0,Cleared,2025-12-27
2796,0,Cleared,2026-06-06
2797,0,Cleared,2026-04-23
2798,0,Cleared,2025-11-29
2799,0,Cleared,2025-06-29
2800,0,Cleared,2025-07-11
2801,0,Cleared,2025-06-13
2802,0,Cleared,2025-03-30
2803,0,Cleared,2025-05-18
2804,0,Cleared,2025-10-24
2805,0,Cleared,2026-06-17
2806,0,Cleared,2026-07-02
2807,0,Cleared,2025-12-06
2808,0,Cleared,2025-11-17
2809,0,Cleared,2025-06-05
2810,0,Cleared,2026-06-18
2811,1,Confirmed Fraud,2026-04-25
2812,0,Cleared,2026-07-04
2813,0,Cleared,2026-04-19
2814,0,Cleared,2025-12-14
2815,0,Cleared,2025-09-11
2816,0,Cleared,2025-11-08
2817,0,Cleared,2025-09-18
2818,0,Cleared,2025-07-14
2819,0,Cleared,2025-03-02
2820,0,Cleared,2025-12-25
2821,0,Cleared,2026-04-25
2822,0,Cleared,2026-07-26
2823,0,Cleared,2026-05-02
2824,0,Cleared,2025-12-31
2825,0,Cleared,2025-06-11
2826,0,Cleared,2026-02-03
2827,0,Cleared,2026-06-16
2828,0,Cleared,2025-09-20
2829,0,Cleared,2025-12-21
2830,0,Cleared,2025-10-21
2831,0,Cleared,2025-09-21
2832,0,Cleared,2026-03-25
2833,0,Cleared,2025-06-23
2834,1,Confirmed Fraud,2025-08-28
2835,0,Cleared,2026-06-15
2836,0,Cleared,2026-06-10
2837,0,Cleared,2025-04-14
2838,0,Cleared,2026-06-22
2839,0,Cleared,2026-07-04
2840,1,Confirmed Fraud,2026-03-17
2841,0,Cleared,2025-10-20
2842,0,Cleared,2026-05-11
2843,0,Cleared,2026-03-11
2844,0,Cleared,2025-08-02
2845,0,Cleared,2025-07-02
2846,0,Cleared,2026-05-06
2847,0,Cleared,2026-04-26
2848,0,Cleared,2026-07-14
2849,0,Cleared,2026-06-08
2850,0,Cleared,2026-05-10
2851,0,Cleared,2025-11-19
2852,1,Confirmed Fraud,2026-03-08
2853,0,Cleared,2025-09-20
2854,0,Cleared,2025-03-29
2855,0,Cleared,2025-03-19
2856,0,Cleared,2026-03-03
2857,0,Cleared,2025-03-31
2858,1,Confirmed Fraud,2026-03-27
2859,0,Cleared,2026-07-30
2860,0,Cleared,2026-07-11
2861,0,Cleared,2026-05-20
2862,0,Cleared,2026-03-29
2863,0,Cleared,2025-11-10
2864,0,Cleared,2026-07-05
2865,1,Confirmed Fraud,2026-04-26
2866,0,Cleared,2026-07-29
2867,0,Cleared,2026-07-08
2868,0,Cleared,2025-09-10
2869,0,Cleared,2026-06-21
2870,1,Confirmed Fraud,2026-06-16
2871,0,Cleared,2025-05-05
2872,0,Cleared,2026-07-06
2873,0,Cleared,2025-10-08
2874,0,Cleared,2025-08-16
2875,0,Cleared,2025-11-05
2876,0,Cleared,2025-09-20
2877,0,Cleared,2026-07-12
2878,0,Cleared,2026-08-08
2879,0,Cleared,2025-08-08
