payment_id,booking_id,payment_date,payment_amount,payment_method,card_id,card_country_code,payment_status,failed_attempts
725,725,2025-09-16 17:23:56,1147.48,Visa,CARD-000197-2,NG,Successful,0
726,726,2026-03-02 10:47:21,402.51,Visa,CARD-000336-1,GB,Successful,0
727,727,2026-05-05 16:01:17,1673.42,PayPal,CARD-SHARED-080,GR,Successful,0
728,728,2026-05-12 06:51:42,1373.76,Amex,CARD-001108-1,US,Successful,2
729,729,2025-11-09 23:55:21,882.02,PayPal,CARD-001157-1,NL,Successful,0
730,730,2026-06-06 20:45:49,1055.61,Visa,CARD-000122-1,US,Failed,0
731,731,2025-10-26 08:41:40,1037.90,Mastercard,CARD-000632-1,NG,Successful,0
732,732,2025-10-18 19:20:15,1054.63,Amex,CARD-000189-2,NL,Successful,2
733,733,2025-09-21 17:30:18,1487.03,Mastercard,CARD-000957-2,RO,Successful,0
734,734,2026-04-28 22:48:01,991.92,Mastercard,CARD-001335-1,US,Successful,0
735,735,2025-07-05 08:10:57,1250.20,Amex,CARD-000615-2,FR,Successful,0
736,736,2025-10-18 17:49:47,2299.86,Amex,CARD-000210-1,GR,Successful,0
737,737,2025-12-18 14:16:05,1401.02,Amex,CARD-SHARED-061,NL,Successful,0
738,738,2026-02-20 06:30:07,690.97,Amex,CARD-001314-1,AE,Successful,0
739,739,2026-04-25 18:37:00,738.78,Mastercard,CARD-SHARED-012,NL,Successful,0
740,740,2025-09-19 06:22:09,742.53,Mastercard,CARD-000493-2,NL,Successful,0
741,741,2025-05-03 13:35:34,1367.22,PayPal,CARD-001746-2,ES,Successful,0
742,742,2025-03-05 19:24:08,2120.66,Visa,CARD-001464-2,RO,Successful,1
743,743,2025-12-15 14:46:39,1358.86,Amex,CARD-000387-1,DE,Successful,1
744,744,2026-06-10 20:01:17,194.55,PayPal,CARD-000371-2,NG,Refunded,0
745,745,2025-03-25 19:01:15,361.97,PayPal,CARD-000228-1,RO,Failed,0
746,746,2026-03-31 07:58:33,294.62,Amex,CARD-000253-2,US,Successful,1
747,747,2026-02-23 02:27:38,850.52,Amex,CARD-001039-2,GB,Successful,0
748,748,2026-02-13 19:23:41,435.32,Visa,CARD-001795-1,NG,Successful,0
749,749,2025-03-01 14:13:24,777.77,Amex,CARD-001365-2,ES,Successful,1
750,750,2026-06-02 08:43:42,1131.34,Amex,CARD-000802-2,ES,Successful,4
751,751,2025-05-26 12:54:49,799.88,PayPal,CARD-000385-2,FR,Successful,0
752,752,2026-01-10 21:47:55,1164.83,Mastercard,CARD-000275-2,ES,Refunded,4
753,753,2026-06-05 04:28:53,1213.75,Mastercard,CARD-001498-1,ES,Successful,4
754,754,2025-07-08 14:54:08,2933.22,Visa,CARD-001978-1,AE,Successful,2
755,755,2026-01-08 22:55:24,296.30,Visa,CARD-000623-2,DE,Successful,0
756,756,2025-07-13 19:30:48,863.74,Amex,CARD-000098-2,GR,Successful,0
757,757,2025-11-14 01:39:43,564.98,Amex,CARD-000174-2,ES,Successful,2
758,758,2026-02-26 05:49:07,555.77,Visa,CARD-SHARED-048,NG,Successful,2
759,759,2025-11-15 06:32:42,129.43,Mastercard,CARD-000471-1,DE,Successful,0
760,760,2025-05-31 12:35:45,523.92,PayPal,CARD-SHARED-096,DE,Successful,0
761,761,2026-02-05 13:02:59,1184.02,Amex,CARD-SHARED-010,FR,Successful,0
762,762,2025-03-23 06:37:43,1422.28,Amex,CARD-000566-2,DE,Successful,0
763,763,2025-05-21 22:22:39,1125.07,Amex,CARD-001692-2,RO,Successful,0
764,764,2026-06-21 09:23:46,960.96,Visa,CARD-000330-1,RO,Successful,0
765,765,2025-12-18 07:51:53,2274.78,Mastercard,CARD-SHARED-020,GB,Refunded,0
766,766,2026-05-07 05:30:01,1272.54,Amex,CARD-000954-2,DE,Successful,0
767,767,2025-11-29 07:22:07,122.98,Amex,CARD-000942-1,US,Successful,0
768,768,2026-06-21 16:56:04,418.98,Amex,CARD-000494-2,AE,Successful,1
769,769,2026-05-07 08:34:53,562.35,Visa,CARD-000442-1,NG,Successful,0
770,770,2025-10-13 21:14:46,524.85,Visa,CARD-000700-1,GB,Successful,1
771,771,2026-07-09 10:08:48,1662.54,PayPal,CARD-001197-2,NL,Successful,0
772,772,2025-12-31 08:29:41,287.56,Visa,CARD-000212-2,RO,Successful,0
773,773,2026-05-18 18:43:14,832.26,Visa,CARD-000744-2,US,Successful,0
774,774,2026-05-08 14:27:34,261.63,Mastercard,CARD-001699-2,GB,Successful,0
775,775,2026-06-22 01:12:33,689.79,Mastercard,CARD-000709-2,US,Successful,5
776,776,2026-04-07 13:32:27,852.44,Mastercard,CARD-SHARED-042,AE,Successful,0
777,777,2025-09-26 08:43:55,758.54,Mastercard,CARD-000606-2,ES,Successful,0
778,778,2026-06-15 08:38:24,313.50,Amex,CARD-000242-1,NL,Successful,3
779,779,2025-08-05 00:53:25,77.02,Amex,CARD-000602-2,GB,Successful,0
780,780,2025-01-15 03:37:37,539.58,Visa,CARD-000824-1,AL,Successful,0
781,781,2025-11-05 11:12:07,564.04,PayPal,CARD-001430-1,DE,Successful,0
782,782,2025-09-19 06:54:05,620.09,PayPal,CARD-001762-2,ES,Successful,0
783,783,2025-03-22 20:11:16,793.43,PayPal,CARD-001649-2,AE,Successful,0
784,784,2025-04-22 12:27:02,307.57,Mastercard,CARD-001134-2,AL,Successful,0
785,785,2025-07-18 10:04:21,506.45,Mastercard,CARD-SHARED-031,NL,Refunded,5
786,786,2026-01-13 00:57:51,2450.17,Amex,CARD-001457-2,RO,Successful,5
787,787,2026-03-12 05:11:17,1446.15,Visa,CARD-SHARED-088,IT,Successful,0
788,788,2026-07-13 16:36:49,2451.07,PayPal,CARD-000998-1,IT,Successful,0
789,789,2026-04-19 06:52:19,1609.93,Amex,CARD-001440-2,ES,Successful,8
790,790,2026-02-08 08:26:21,336.92,Amex,CARD-001999-2,US,Successful,0
791,791,2026-07-17 22:13:20,2237.83,Visa,CARD-FRAUD-013,GR,Successful,5
792,792,2025-01-16 10:59:59,674.62,Visa,CARD-001324-1,DE,Failed,0
793,793,2026-03-10 16:55:19,863.89,Visa,CARD-001261-1,AL,Successful,0
794,794,2025-02-07 11:03:23,986.81,PayPal,CARD-001479-1,AL,Successful,0
795,795,2025-12-21 23:54:24,1246.90,Amex,CARD-000106-2,FR,Successful,0
796,796,2025-01-18 15:17:03,1283.74,Mastercard,CARD-SHARED-035,IT,Successful,1
797,797,2025-10-09 23:34:56,239.44,Visa,CARD-001720-1,IT,Successful,0
798,798,2025-12-23 02:53:39,1955.75,PayPal,CARD-000291-2,DE,Successful,0
799,799,2025-01-14 18:37:48,886.52,PayPal,CARD-001777-2,ES,Successful,0
800,800,2025-03-17 19:19:46,857.81,Mastercard,CARD-001460-2,AE,Successful,0
801,801,2025-12-13 08:13:08,222.40,Amex,CARD-000742-1,DE,Successful,0
802,802,2025-05-18 23:51:22,2202.87,Amex,CARD-001208-2,NL,Successful,2
803,803,2026-02-27 07:03:37,351.09,Visa,CARD-001013-2,IT,Successful,0
804,804,2025-09-09 04:00:25,902.67,PayPal,CARD-001001-1,ES,Successful,0
805,805,2026-04-05 21:28:53,1370.51,Visa,CARD-001522-2,ES,Successful,1
806,806,2026-04-17 20:14:08,631.65,Amex,CARD-001926-1,NG,Successful,0
807,807,2026-01-16 07:20:58,870.58,Mastercard,CARD-000778-2,FR,Successful,3
808,808,2025-12-09 20:16:35,898.95,PayPal,CARD-001763-1,NL,Successful,0
809,809,2026-05-06 17:30:24,663.92,PayPal,CARD-001534-2,NG,Successful,0
810,810,2025-04-10 23:08:10,1235.16,Amex,CARD-000435-2,AL,Successful,0
811,811,2025-09-09 00:16:15,2587.15,Amex,CARD-001120-1,GR,Successful,0
812,812,2025-08-04 03:23:27,2252.89,Visa,CARD-000845-1,RO,Successful,0
813,813,2025-03-03 15:51:17,1173.11,Mastercard,CARD-000892-1,IT,Successful,0
814,814,2026-02-22 09:30:18,975.12,Amex,CARD-000338-2,RO,Successful,0
815,815,2026-01-25 00:36:46,419.73,Mastercard,CARD-001399-2,FR,Successful,0
816,816,2025-02-26 11:28:22,2103.11,Visa,CARD-001849-1,DE,Successful,0
817,817,2026-03-17 14:54:25,1392.62,Amex,CARD-000661-1,ES,Successful,0
818,818,2026-05-04 17:20:55,1298.32,Amex,CARD-001002-2,GR,Successful,0
819,819,2025-03-05 10:54:39,1085.55,Mastercard,CARD-001406-1,GB,Successful,0
820,820,2026-01-20 08:43:49,1056.99,PayPal,CARD-000015-1,NG,Failed,0
821,821,2025-09-04 16:02:20,1186.60,Visa,CARD-000219-1,NL,Refunded,0
822,822,2026-04-27 19:21:43,1160.27,Amex,CARD-000535-2,NG,Successful,0
823,823,2026-02-14 19:32:22,487.21,Visa,CARD-SHARED-037,DE,Successful,0
824,824,2026-05-31 09:51:57,2458.85,Amex,CARD-000903-2,FR,Successful,0
825,825,2026-02-11 23:48:02,1187.97,PayPal,CARD-000079-2,DE,Successful,1
826,826,2026-03-23 21:23:58,2137.50,Mastercard,CARD-SHARED-051,NG,Failed,0
827,827,2026-01-02 13:56:59,2093.61,PayPal,CARD-000315-2,AL,Successful,4
828,828,2026-02-13 01:21:37,1282.03,Visa,CARD-001709-1,AL,Successful,0
829,829,2025-05-15 20:38:51,1077.49,Mastercard,CARD-000640-1,GR,Successful,0
830,830,2026-07-05 02:05:41,968.03,Mastercard,CARD-001179-1,AL,Successful,1
831,831,2026-02-16 06:38:23,741.43,Mastercard,CARD-001001-2,NL,Successful,0
832,832,2026-01-15 19:21:05,1307.99,PayPal,CARD-000855-1,NL,Successful,1
833,833,2025-09-05 16:45:23,1110.44,PayPal,CARD-001340-1,US,Successful,0
834,834,2026-04-29 23:09:06,124.12,Mastercard,CARD-000483-1,NG,Failed,1
835,835,2026-01-21 14:00:41,1083.30,Visa,CARD-001192-2,DE,Successful,0
836,836,2025-06-03 13:08:52,931.36,Mastercard,CARD-SHARED-001,RO,Refunded,0
837,837,2026-03-29 21:57:45,230.24,Visa,CARD-001391-2,AL,Successful,1
838,838,2025-01-14 06:14:19,841.18,Mastercard,CARD-001328-1,AE,Successful,0
839,839,2025-08-20 20:57:04,199.52,PayPal,CARD-000038-2,GR,Successful,0
840,840,2026-04-06 14:45:52,2373.35,Mastercard,CARD-000131-2,IT,Successful,0
841,841,2025-08-17 08:32:27,2217.38,PayPal,CARD-000886-1,DE,Successful,5
842,842,2026-07-20 07:35:32,953.32,Visa,CARD-000264-2,AE,Successful,0
843,843,2026-01-24 22:46:38,1450.63,PayPal,CARD-001438-2,ES,Successful,0
844,844,2026-05-16 18:13:08,1019.81,PayPal,CARD-000258-2,FR,Successful,0
845,845,2025-09-19 12:29:05,1159.33,Amex,CARD-000154-2,IT,Successful,2
846,846,2026-07-18 01:01:20,552.92,Amex,CARD-001945-2,FR,Successful,0
847,847,2026-01-21 13:04:21,2031.88,Mastercard,CARD-SHARED-099,IT,Refunded,0
848,848,2025-10-07 19:34:47,179.32,Amex,CARD-SHARED-073,GB,Successful,0
849,849,2025-11-06 07:31:01,1128.90,Mastercard,CARD-SHARED-045,RO,Successful,0
850,850,2026-05-18 02:20:30,1082.37,Amex,CARD-000996-1,AL,Successful,1
851,851,2026-03-30 02:51:19,1350.93,Mastercard,CARD-000025-2,NG,Successful,0
852,852,2025-09-28 11:36:10,965.75,Mastercard,CARD-SHARED-085,ES,Successful,0
853,853,2026-05-28 23:56:32,1737.04,Amex,CARD-FRAUD-011,AE,Successful,0
854,854,2026-04-25 10:49:51,166.61,PayPal,CARD-000014-1,GR,Successful,3
855,855,2026-05-20 21:13:53,1724.91,Amex,CARD-000660-1,NG,Successful,0
856,856,2025-11-20 04:33:51,3013.28,Mastercard,CARD-000842-1,IT,Successful,4
857,857,2026-03-06 20:22:54,1326.26,Amex,CARD-000057-2,GB,Successful,0
858,858,2025-10-26 17:25:37,240.98,Visa,CARD-SHARED-045,US,Successful,4
859,859,2026-04-25 10:21:45,1493.36,Amex,CARD-001524-2,FR,Successful,4
860,860,2025-01-15 20:17:25,458.36,PayPal,CARD-000981-1,ES,Successful,0
861,861,2026-01-01 11:01:28,2057.86,PayPal,CARD-001427-1,AL,Successful,1
862,862,2026-01-12 02:07:33,339.64,Amex,CARD-001647-1,NL,Successful,0
863,863,2026-01-30 00:21:17,2535.90,Amex,CARD-001754-2,ES,Successful,0
864,864,2026-03-14 02:48:58,2175.41,Mastercard,CARD-FRAUD-002,GR,Successful,6
865,865,2026-04-20 06:47:41,1347.71,PayPal,CARD-SHARED-056,NG,Successful,0
866,866,2025-07-31 00:46:04,738.87,PayPal,CARD-000228-2,RO,Successful,0
867,867,2025-07-30 21:02:08,1474.48,Amex,CARD-001413-1,GB,Successful,5
868,868,2025-01-25 04:06:58,691.87,Amex,CARD-001107-2,IT,Failed,0
869,869,2025-04-23 04:55:59,1042.23,Mastercard,CARD-001156-2,ES,Successful,0
870,870,2026-05-05 00:15:14,468.27,PayPal,CARD-000886-1,DE,Successful,0
871,871,2026-03-27 05:47:37,3076.21,Visa,CARD-001324-1,AE,Successful,2
872,872,2025-08-04 20:58:06,1035.39,PayPal,CARD-000299-2,NG,Successful,0
873,873,2025-10-31 22:44:11,1263.00,PayPal,CARD-001223-2,RO,Successful,0
874,874,2026-06-20 05:37:33,182.82,Mastercard,CARD-000597-2,IT,Successful,0
875,875,2026-05-08 03:37:02,1320.02,Amex,CARD-001662-1,NL,Successful,4
876,876,2026-07-15 16:44:45,189.26,Mastercard,CARD-SHARED-041,AL,Failed,0
877,877,2026-02-12 21:47:15,512.44,Visa,CARD-000968-2,AE,Successful,0
878,878,2026-05-01 04:10:26,1124.63,Visa,CARD-SHARED-039,AE,Successful,2
879,879,2026-07-18 14:38:14,1664.85,Visa,CARD-SHARED-055,FR,Successful,0
880,880,2025-12-22 02:06:34,837.21,Mastercard,CARD-001784-2,FR,Successful,4
881,881,2026-01-12 22:15:51,1254.29,Mastercard,CARD-SHARED-088,AL,Successful,0
882,882,2026-05-27 05:28:55,1342.87,Mastercard,CARD-001688-2,FR,Successful,3
883,883,2026-01-10 00:55:43,1858.85,Visa,CARD-001897-2,FR,Failed,0
884,884,2026-05-02 11:07:22,71.87,PayPal,CARD-000462-1,AL,Successful,0
885,885,2026-06-10 21:27:22,849.40,Amex,CARD-001887-1,FR,Successful,1
886,886,2026-04-18 00:56:21,1897.59,Amex,CARD-SHARED-004,RO,Successful,1
887,887,2025-10-25 05:35:45,393.13,Mastercard,CARD-001607-1,NL,Successful,0
888,888,2026-05-12 00:31:46,1009.98,PayPal,CARD-001983-2,GR,Successful,2
889,889,2025-12-15 21:14:20,1168.21,PayPal,CARD-SHARED-040,GB,Successful,0
890,890,2026-06-14 07:12:47,112.22,Mastercard,CARD-001587-2,GR,Successful,2
891,891,2026-07-04 23:02:04,2497.57,PayPal,CARD-001749-2,FR,Successful,0
892,892,2026-03-22 11:11:48,833.06,PayPal,CARD-001129-1,IT,Successful,0
893,893,2026-01-30 04:44:45,988.01,Visa,CARD-SHARED-011,RO,Failed,1
894,894,2026-07-10 15:58:46,430.15,PayPal,CARD-SHARED-084,FR,Successful,0
895,895,2026-06-08 11:56:58,764.18,PayPal,CARD-001988-2,GR,Successful,1
896,896,2025-07-02 02:35:11,1028.74,PayPal,CARD-001059-2,US,Successful,2
897,897,2025-11-06 18:07:36,2404.11,Amex,CARD-001327-2,ES,Successful,0
898,898,2026-01-04 14:41:59,256.19,Mastercard,CARD-000197-1,RO,Successful,0
899,899,2025-04-04 01:19:22,2235.84,Amex,CARD-001859-2,US,Successful,0
900,900,2026-07-13 01:52:33,1268.20,Mastercard,CARD-000766-2,NL,Successful,0
901,901,2026-07-08 12:38:50,261.34,PayPal,CARD-000042-1,GR,Successful,0
902,902,2025-11-18 12:11:49,486.65,Visa,CARD-000045-1,ES,Successful,0
903,903,2026-03-11 17:09:58,1383.43,PayPal,CARD-001969-1,GB,Successful,0
904,904,2026-05-28 15:32:18,1167.71,Mastercard,CARD-000194-2,GB,Successful,0
905,905,2025-11-28 23:42:51,2345.89,Visa,CARD-000267-1,NL,Failed,0
906,906,2026-07-12 08:35:13,572.87,Amex,CARD-001521-2,ES,Successful,0
907,907,2025-04-21 16:23:14,1193.05,Visa,CARD-000104-2,NG,Successful,0
908,908,2026-07-18 00:33:36,1274.00,Mastercard,CARD-001179-1,AL,Successful,0
909,909,2026-07-12 01:31:35,1946.59,Visa,CARD-001992-2,IT,Successful,5
910,910,2025-05-29 17:45:21,256.60,Visa,CARD-001921-2,AE,Successful,4
911,911,2025-11-03 15:50:05,1106.19,Visa,CARD-001716-2,IT,Successful,0
912,912,2025-12-26 12:16:45,1178.95,PayPal,CARD-SHARED-054,IT,Successful,0
913,913,2025-09-11 10:36:59,958.74,PayPal,CARD-001179-1,AL,Successful,0
914,914,2025-01-10 11:45:51,699.15,Visa,CARD-SHARED-025,ES,Successful,0
915,915,2026-05-31 16:19:03,604.02,Visa,CARD-SHARED-084,NL,Successful,0
916,916,2025-09-27 14:50:26,1608.07,Visa,CARD-SHARED-091,FR,Successful,0
917,917,2025-01-24 03:38:45,562.49,PayPal,CARD-001141-2,GR,Successful,2
918,918,2026-01-29 16:52:35,941.72,PayPal,CARD-001905-1,ES,Successful,1
919,919,2026-04-21 22:22:05,435.92,Mastercard,CARD-000739-2,IT,Successful,0
920,920,2025-06-21 04:00:11,276.84,Visa,CARD-001470-2,NG,Successful,0
921,921,2025-05-20 13:57:46,1970.55,PayPal,CARD-000903-1,FR,Successful,0
922,922,2025-06-17 00:27:04,1319.53,Visa,CARD-001589-2,FR,Successful,0
923,923,2025-08-12 19:37:09,1394.34,PayPal,CARD-001652-2,ES,Successful,0
924,924,2026-03-29 05:21:00,2263.42,Visa,CARD-000299-1,NG,Successful,0
925,925,2025-06-08 17:14:42,1460.70,Mastercard,CARD-001873-2,ES,Successful,0
926,926,2026-03-18 08:38:12,1475.24,Mastercard,CARD-001827-1,US,Successful,0
927,927,2025-05-19 01:17:51,519.73,Mastercard,CARD-000632-1,NG,Successful,0
928,928,2025-06-01 09:14:49,322.40,PayPal,CARD-000037-1,IT,Successful,0
929,929,2025-06-10 15:15:15,1084.96,Visa,CARD-001968-1,NG,Successful,0
930,930,2025-04-27 09:07:40,203.42,Visa,CARD-001710-1,AE,Successful,0
931,931,2025-04-05 04:48:04,2413.40,Visa,CARD-001328-2,AE,Successful,5
932,932,2025-04-04 04:43:11,627.14,Visa,CARD-000704-1,AL,Successful,0
933,933,2026-05-02 11:28:51,1820.62,Visa,CARD-000583-2,GR,Successful,2
934,934,2026-07-14 08:30:21,2072.78,Amex,CARD-000846-1,AL,Successful,0
935,935,2025-05-27 04:30:35,336.47,Mastercard,CARD-000165-1,GB,Successful,0
936,936,2025-01-21 10:22:17,906.03,Visa,CARD-000212-2,GB,Successful,2
937,937,2025-05-13 12:54:24,2073.06,Mastercard,CARD-001811-2,ES,Successful,0
938,938,2025-03-23 06:01:59,2845.97,Visa,CARD-FRAUD-016,AE,Successful,8
939,939,2026-06-03 11:55:04,2261.01,PayPal,CARD-000425-2,US,Successful,0
940,940,2025-09-07 10:35:16,449.48,Mastercard,CARD-001567-2,US,Successful,0
941,941,2025-11-09 08:55:03,240.51,Amex,CARD-000154-1,US,Successful,0
942,942,2026-04-24 22:00:21,453.74,PayPal,CARD-000029-1,AE,Successful,0
943,943,2026-01-06 20:54:22,1229.67,Visa,CARD-000421-1,AL,Successful,0
944,944,2026-01-06 17:14:34,863.07,Mastercard,CARD-001486-2,NL,Successful,3
945,945,2026-05-22 03:55:19,1375.92,PayPal,CARD-000106-2,NL,Failed,0
946,946,2025-09-24 00:25:52,996.16,Mastercard,CARD-001371-1,IT,Successful,0
947,947,2025-07-14 17:32:57,2160.96,Mastercard,CARD-FRAUD-003,GB,Successful,3
948,948,2025-06-21 22:41:50,726.19,Amex,CARD-001898-1,AE,Successful,0
949,949,2026-07-12 22:27:40,465.23,Visa,CARD-001016-2,GR,Successful,0
950,950,2026-05-27 07:48:06,1374.66,Visa,CARD-001266-1,RO,Successful,0
951,951,2026-07-18 10:09:55,365.27,PayPal,CARD-001737-2,AE,Successful,3
952,952,2026-05-06 23:37:45,1267.66,Amex,CARD-000645-1,US,Refunded,5
953,953,2026-02-11 15:27:17,545.00,Visa,CARD-001836-1,AL,Successful,0
954,954,2025-08-26 12:42:41,267.36,Amex,CARD-SHARED-022,NG,Successful,0
955,955,2026-05-02 07:23:47,1287.43,PayPal,CARD-000084-2,NG,Refunded,0
956,956,2025-03-03 19:22:06,1183.85,PayPal,CARD-SHARED-021,FR,Successful,0
957,957,2026-03-19 18:59:04,754.39,PayPal,CARD-SHARED-093,FR,Successful,0
958,958,2026-01-05 03:23:12,1470.62,PayPal,CARD-001126-1,GB,Successful,0
959,959,2026-04-12 12:42:40,1425.52,PayPal,CARD-000442-2,NG,Successful,1
960,960,2026-04-21 10:37:54,273.51,Amex,CARD-SHARED-033,GB,Successful,0
961,961,2025-07-17 19:19:00,1380.57,Mastercard,CARD-000512-2,IT,Successful,0
962,962,2026-05-16 01:16:42,1233.45,Visa,CARD-001732-2,FR,Successful,1
963,963,2025-10-25 17:28:16,89.85,Mastercard,CARD-001723-1,ES,Successful,4
964,964,2026-02-03 11:18:59,233.65,Amex,CARD-001684-1,DE,Successful,0
965,965,2026-05-07 03:43:08,520.52,Mastercard,CARD-000284-1,NG,Failed,0
966,966,2026-07-01 09:20:29,1890.41,Amex,CARD-000338-1,RO,Successful,2
967,967,2026-01-30 16:18:38,2252.37,Amex,CARD-FRAUD-012,DE,Successful,4
968,968,2026-05-04 22:41:41,95.33,Visa,CARD-001756-2,US,Successful,0
969,969,2025-11-10 19:12:14,1337.05,PayPal,CARD-000094-2,US,Successful,0
970,970,2026-07-04 00:13:59,970.55,Visa,CARD-001988-2,DE,Refunded,1
971,971,2025-03-04 04:26:45,199.44,Mastercard,CARD-000792-2,ES,Successful,0
972,972,2026-04-14 05:29:04,1629.67,PayPal,CARD-001814-1,AE,Successful,3
973,973,2026-01-25 13:14:37,1261.01,Mastercard,CARD-001887-2,FR,Successful,5
974,974,2025-12-30 23:41:19,359.12,Mastercard,CARD-000805-1,ES,Successful,0
975,975,2026-05-10 23:36:40,1057.97,Visa,CARD-001134-1,AL,Refunded,1
976,976,2025-07-26 11:10:05,833.27,PayPal,CARD-000235-1,ES,Successful,0
977,977,2025-05-07 09:56:44,1000.01,Amex,CARD-000791-1,US,Successful,0
978,978,2025-03-13 01:11:42,1077.65,Visa,CARD-001438-1,ES,Successful,0
979,979,2026-04-28 20:21:07,1152.06,Mastercard,CARD-001911-2,AL,Successful,0
980,980,2026-06-30 08:47:55,2024.45,PayPal,CARD-000543-2,DE,Successful,0
981,981,2025-02-21 16:20:38,423.73,Amex,CARD-SHARED-081,IT,Successful,0
982,982,2025-05-04 01:41:50,2408.72,Amex,CARD-001790-2,AE,Successful,0
983,983,2025-02-27 02:01:38,1066.45,Mastercard,CARD-000973-1,GR,Successful,0
984,984,2026-04-26 14:25:21,1243.82,Visa,CARD-001158-2,DE,Successful,0
985,985,2026-02-22 22:38:41,1169.47,Mastercard,CARD-FRAUD-018,DE,Successful,8
986,986,2026-03-20 15:26:35,308.16,Amex,CARD-001391-2,AL,Successful,0
987,987,2026-07-14 03:14:13,445.18,Visa,CARD-SHARED-042,AL,Successful,0
988,988,2026-05-22 11:52:09,1379.59,Amex,CARD-SHARED-010,NG,Successful,0
989,989,2025-10-14 05:05:36,774.85,Amex,CARD-000815-1,NG,Successful,0
990,990,2025-06-13 22:40:58,337.56,Amex,CARD-001599-2,GR,Successful,2
991,991,2026-04-14 12:54:37,2362.84,PayPal,CARD-001099-1,GR,Successful,5
992,992,2025-09-27 13:29:55,532.67,Amex,CARD-000732-2,NG,Successful,0
993,993,2025-08-30 20:29:28,621.08,Visa,CARD-001432-1,AE,Successful,0
994,994,2025-12-24 21:46:51,1255.82,Mastercard,CARD-001606-2,AE,Successful,2
995,995,2026-02-24 04:10:11,661.98,Amex,CARD-SHARED-004,DE,Successful,0
996,996,2025-03-26 19:35:14,568.08,PayPal,CARD-000430-1,GR,Successful,0
997,997,2026-02-01 19:27:16,357.46,Amex,CARD-SHARED-068,IT,Successful,0
998,998,2025-09-14 22:11:37,1321.59,Visa,CARD-SHARED-017,NL,Successful,0
999,999,2025-04-30 10:26:23,1851.51,Mastercard,CARD-000964-1,DE,Successful,0
1000,1000,2025-10-15 21:14:50,289.84,Visa,CARD-001043-1,NG,Successful,0
1001,1001,2026-06-12 17:08:37,807.11,Visa,CARD-000845-2,RO,Successful,0
1002,1002,2025-03-20 05:45:42,416.07,Mastercard,CARD-001717-1,US,Successful,0
1003,1003,2025-06-29 18:28:04,1546.29,PayPal,CARD-FRAUD-011,AE,Successful,6
1004,1004,2026-04-08 23:53:28,588.59,Mastercard,CARD-001840-1,NL,Successful,1
1005,1005,2025-05-22 14:27:28,293.21,PayPal,CARD-001519-1,NG,Successful,0
1006,1006,2025-05-25 02:30:07,2128.46,Amex,CARD-FRAUD-014,NG,Successful,3
1007,1007,2025-01-17 19:21:39,1134.01,Amex,CARD-001249-1,ES,Successful,0
1008,1008,2026-05-21 23:01:45,2102.48,Visa,CARD-001543-1,US,Successful,2
1009,1009,2026-02-15 00:41:57,1193.13,Amex,CARD-001352-1,NG,Successful,0
1010,1010,2026-01-20 19:39:36,548.93,Visa,CARD-000546-1,GB,Successful,0
1011,1011,2025-01-29 11:26:48,1456.03,PayPal,CARD-SHARED-095,AE,Successful,0
1012,1012,2026-03-19 17:57:37,928.76,PayPal,CARD-SHARED-006,ES,Successful,4
1013,1013,2025-10-05 20:28:56,2074.63,Visa,CARD-001980-2,GR,Successful,0
1014,1014,2025-06-14 18:44:26,1446.82,Visa,CARD-000230-1,RO,Successful,4
1015,1015,2025-03-24 14:26:54,946.12,PayPal,CARD-001377-2,US,Successful,0
1016,1016,2026-07-14 10:51:55,343.97,PayPal,CARD-000527-2,AE,Successful,0
1017,1017,2026-03-11 13:36:00,720.93,Mastercard,CARD-000965-2,AE,Successful,0
1018,1018,2025-03-05 23:11:40,1452.07,Mastercard,CARD-000034-2,FR,Successful,0
1019,1019,2026-02-03 02:42:13,903.41,Visa,CARD-001083-1,NG,Successful,0
1020,1020,2026-01-28 06:02:10,1446.66,Visa,CARD-001210-1,NG,Successful,1
1021,1021,2026-03-14 16:20:36,1165.79,Visa,CARD-000572-2,FR,Successful,0
1022,1022,2025-09-10 10:20:00,1015.13,Mastercard,CARD-001628-2,GB,Successful,0
1023,1023,2025-12-27 10:20:54,1208.67,Mastercard,CARD-001182-2,IT,Successful,4
1024,1024,2025-08-16 12:18:39,501.95,Visa,CARD-000782-2,IT,Successful,0
1025,1025,2026-07-11 05:09:09,700.43,Amex,CARD-000459-2,RO,Successful,0
1026,1026,2026-05-22 17:36:12,3025.73,PayPal,CARD-FRAUD-003,GB,Successful,6
1027,1027,2026-03-23 01:04:22,1363.48,Visa,CARD-001805-2,GB,Successful,0
1028,1028,2025-10-19 10:42:58,170.66,Amex,CARD-000463-1,ES,Successful,0
1029,1029,2026-04-30 16:44:16,2355.03,PayPal,CARD-000916-2,RO,Successful,0
1030,1030,2025-11-19 22:05:59,1328.91,PayPal,CARD-000895-2,IT,Successful,0
1031,1031,2025-12-01 02:21:40,928.13,Mastercard,CARD-001047-2,ES,Successful,0
1032,1032,2026-05-16 21:20:10,388.31,Amex,CARD-001634-2,GB,Successful,0
1033,1033,2025-11-05 22:07:50,1468.18,Mastercard,CARD-001773-1,DE,Successful,2
1034,1034,2026-01-01 15:21:49,1351.81,Amex,CARD-001736-1,AL,Successful,0
1035,1035,2026-06-13 19:57:19,405.17,Mastercard,CARD-000134-1,AL,Successful,0
