booking_id,customer_id,booking_date,departure_date,departure_airport,arrival_airport,booking_amount,currency_code,passenger_count,booking_status,device_id,ip_address,ip_country_code
1642,1139,2025-02-11 05:21:43,2025-02-12,ORY,LOS,542.64,GBP,2,Completed,DEV-001139,199.219.178.69,ES
1643,106,2025-12-30 03:13:40,2026-01-11,JFK,MAD,2522.03,GBP,2,Confirmed,DEV-000106,155.207.213.38,AE
1644,1919,2026-03-14 00:43:27,2026-04-19,TIA,ORY,1639.72,GBP,3,Confirmed,DEV-001919,60.202.245.254,GB
1645,908,2025-09-20 03:50:55,2026-02-17,OTP,BER,893.83,GBP,4,Cancelled,DEV-000908,57.156.24.112,GB
1646,1099,2025-06-26 15:32:26,2025-06-30,MXP,AMS,1245.06,GBP,3,Confirmed,DEV-001099,209.171.117.154,GR
1647,358,2026-01-01 08:39:49,2026-05-05,NCE,LOS,1718.81,GBP,2,Completed,DEV-000358,135.219.238.251,DE
1648,234,2025-12-07 19:27:21,2026-03-01,ATH,DXB,2530.25,GBP,3,Confirmed,DEV-000234,22.62.141.42,DE
1649,1840,2025-12-20 23:45:45,2025-12-20,OTP,MXP,2276.72,GBP,4,Confirmed,DEV-001840,9.150.51.73,AL
1650,1315,2026-06-17 16:53:00,2026-12-06,OTP,BCN,433.18,GBP,1,Completed,DEV-001315,166.17.100.149,US
1651,1034,2026-06-11 08:46:13,2026-11-21,TIA,LOS,1271.16,GBP,1,Cancelled,DEV-001034,49.60.215.251,FR
1652,1381,2025-10-16 19:19:05,2026-04-10,TIA,SKG,1596.12,GBP,1,Completed,DEV-001381,140.51.86.212,RO
1653,1355,2025-04-24 08:40:46,2025-06-18,LAX,AMS,191.87,GBP,1,Confirmed,DEV-001355,39.34.130.226,GR
1654,384,2025-03-06 00:24:24,2025-06-13,MUC,MXP,244.36,GBP,2,Confirmed,DEV-000384,92.63.192.25,AL
1655,1246,2026-05-08 12:52:53,2026-07-10,JFK,ORY,331.57,GBP,3,Completed,DEV-001246,178.33.254.16,NL
1656,3,2026-01-28 08:00:18,2026-03-24,LGW,LOS,1612.34,GBP,1,Completed,DEV-SHARED-024,13.70.199.121,NL
1657,399,2025-03-23 09:19:56,2025-05-24,FCO,AMS,1465.85,GBP,4,Confirmed,DEV-000399,86.209.149.134,US
1658,1441,2026-02-24 22:48:18,2026-05-02,VCE,MAN,926.10,GBP,1,Confirmed,DEV-SHARED-117,210.227.122.190,GB
1659,1141,2026-03-31 17:29:02,2026-09-05,AMS,LAX,639.51,GBP,3,Cancelled,DEV-001141,62.148.117.22,GR
1660,971,2025-02-17 04:49:15,2025-02-18,LOS,AGP,1112.45,GBP,1,Confirmed,DEV-SHARED-117,83.119.212.200,AE
1661,504,2026-02-28 03:09:06,2026-03-29,LOS,MAN,768.88,GBP,1,Cancelled,DEV-000504,127.28.227.50,ES
1662,1018,2025-12-03 13:06:54,2026-02-15,ORD,BCN,86.79,GBP,4,Confirmed,DEV-001018,173.186.170.178,ES
1663,1635,2026-07-13 18:52:04,2026-12-23,MAD,ORD,361.46,GBP,2,Confirmed,DEV-001635,77.128.66.64,RO
1664,1953,2025-04-05 21:49:39,2025-08-19,TIA,FCO,1227.08,GBP,2,Completed,DEV-001953,208.111.134.194,RO
1665,1335,2025-12-25 08:24:20,2026-02-25,DXB,OTP,536.80,GBP,2,Confirmed,DEV-001335,51.107.228.174,GR
1666,1200,2026-02-17 09:23:34,2026-05-17,MAD,AMS,789.90,GBP,2,Confirmed,DEV-001200,107.122.200.76,NG
1667,556,2026-06-03 21:31:55,2026-11-09,TIA,LHR,1654.99,GBP,1,Confirmed,DEV-000556,51.232.220.221,US
1668,1158,2026-06-08 20:46:34,2026-06-09,BCN,HER,3021.69,GBP,3,Confirmed,DEV-FRAUD-005,73.36.4.64,RO
1669,30,2026-03-24 19:30:10,2026-03-26,DXB,SKG,1479.42,GBP,1,Confirmed,DEV-000030,52.158.4.94,IT
1670,1691,2025-11-01 18:50:50,2025-11-03,TIA,AUH,1555.22,GBP,2,Completed,DEV-001691,213.153.165.217,NL
1671,374,2026-01-09 11:58:37,2026-01-09,FCO,TIA,716.72,GBP,1,Confirmed,DEV-000374,87.53.252.130,FR
1672,26,2025-06-08 00:21:09,2025-11-22,MXP,JFK,593.63,GBP,3,Confirmed,DEV-000026,16.168.234.150,FR
1673,699,2026-03-18 20:22:48,2026-05-20,LHR,DXB,2219.62,GBP,3,Confirmed,DEV-000699,72.238.4.67,ES
1674,1833,2026-06-20 09:37:46,2026-06-21,AUH,BCN,1610.33,GBP,1,Confirmed,DEV-FRAUD-007,168.174.109.162,US
1675,279,2026-06-29 07:29:23,2026-12-01,FCO,AMS,897.12,GBP,3,Confirmed,DEV-000279,120.244.178.72,IT
1676,29,2026-05-18 23:49:48,2026-09-04,TIA,SKG,235.40,GBP,3,Completed,DEV-000029,74.19.171.227,AE
1677,836,2025-01-14 07:23:13,2025-03-30,ORY,LOS,149.66,GBP,4,Confirmed,DEV-SHARED-013,161.179.65.211,IT
1678,893,2025-09-25 13:18:02,2025-12-01,LHR,CDG,2371.62,GBP,2,Confirmed,DEV-000893,198.73.120.174,DE
1679,1630,2026-04-18 11:53:43,2026-10-10,SKG,LOS,113.35,GBP,4,Completed,DEV-SHARED-108,87.96.71.63,IT
1680,1666,2026-07-16 17:24:15,2026-09-14,VCE,LOS,198.28,GBP,1,Confirmed,DEV-001666,147.53.242.77,AE
1681,1762,2025-01-08 14:01:56,2025-03-16,AGP,AMS,1380.17,GBP,4,Confirmed,DEV-001762,63.119.36.172,ES
1682,80,2025-08-26 17:01:44,2025-11-27,TIA,BER,605.70,GBP,4,Completed,DEV-000080,6.242.93.63,NG
1683,1236,2025-07-08 09:11:31,2025-11-24,MUC,DXB,1212.64,GBP,4,Cancelled,DEV-001236,35.130.104.187,IT
1684,632,2025-09-19 23:30:11,2026-02-04,AUH,AMS,85.54,GBP,1,Completed,DEV-000632,80.173.235.213,NG
1685,663,2025-01-30 02:35:30,2025-04-20,SKG,TIA,260.80,GBP,4,Confirmed,DEV-SHARED-002,177.105.153.59,DE
1686,1964,2025-10-02 13:25:38,2026-02-08,OTP,AGP,655.95,GBP,3,Completed,DEV-001964,155.63.44.89,NG
1687,23,2026-07-04 06:05:05,2026-07-05,LOS,SKG,2534.61,GBP,2,Confirmed,DEV-FRAUD-030,23.116.162.191,GR
1688,789,2026-01-19 10:55:40,2026-03-21,AMS,BER,848.11,GBP,4,Confirmed,DEV-000789,78.4.1.133,RO
1689,781,2025-08-13 23:24:15,2025-10-17,TIA,CDG,721.31,GBP,3,Confirmed,DEV-000781,148.209.135.21,GR
1690,1735,2025-10-28 05:08:24,2026-02-01,LOS,AMS,1501.03,GBP,4,Confirmed,DEV-001735,34.9.234.9,AL
1691,1997,2026-03-09 06:39:02,2026-03-11,MXP,LOS,1346.24,GBP,3,Confirmed,DEV-001997,73.199.14.186,ES
1692,403,2026-07-08 18:47:49,2026-08-28,AMS,AUH,250.11,GBP,3,Confirmed,DEV-SHARED-084,185.196.232.180,RO
1693,448,2026-06-19 12:02:08,2026-09-07,AMS,MUC,859.51,GBP,2,Cancelled,DEV-000448,32.2.80.38,GR
1694,1092,2025-06-23 11:45:03,2025-09-30,LGW,TIA,1107.91,GBP,2,Confirmed,DEV-001092,159.41.241.187,AE
1695,771,2026-05-19 08:35:50,2026-07-21,DXB,TIA,420.23,GBP,2,Confirmed,DEV-000771,23.87.11.217,US
1696,1217,2025-11-26 11:33:47,2026-04-23,ORY,MAD,1995.25,GBP,4,Confirmed,DEV-001217,66.77.217.251,US
1697,1296,2026-06-02 15:06:47,2026-06-04,BER,HER,478.44,GBP,3,Confirmed,DEV-001296,150.226.179.210,IT
1698,1397,2026-01-26 11:56:54,2026-02-02,NCE,LOS,1333.12,GBP,3,Confirmed,DEV-001397,215.96.68.209,AE
1699,128,2025-07-11 18:02:15,2026-01-02,SKG,AUH,1562.96,GBP,1,Confirmed,DEV-000128,102.33.74.29,NG
1700,80,2026-05-26 03:59:52,2026-05-28,DXB,BER,1753.53,GBP,2,Confirmed,DEV-FRAUD-032,5.104.55.102,NG
1701,842,2025-11-12 11:38:10,2026-03-11,LHR,FRA,582.19,GBP,4,Confirmed,DEV-000842,209.8.137.161,FR
1702,209,2025-11-21 09:48:49,2026-02-21,BCN,FRA,1281.59,GBP,4,Confirmed,DEV-000209,65.237.144.39,DE
1703,418,2026-04-02 20:56:18,2026-09-21,DXB,ORD,911.91,GBP,2,Confirmed,DEV-000418,3.82.109.25,AE
1704,1737,2026-02-06 07:23:17,2026-04-24,LOS,AMS,662.25,GBP,3,Completed,DEV-001737,19.196.34.64,GR
1705,1549,2025-04-19 16:59:57,2025-06-21,ORD,MUC,1292.92,GBP,3,Confirmed,DEV-001549,210.34.42.113,FR
1706,1839,2026-02-25 17:58:52,2026-04-24,JFK,TIA,2411.25,GBP,1,Completed,DEV-001839,125.65.221.16,GR
1707,1815,2025-04-03 00:37:37,2025-07-23,AMS,AGP,1496.15,GBP,4,Confirmed,DEV-001815,67.81.38.29,GB
1708,1996,2026-06-18 15:03:29,2026-10-26,SKG,AMS,896.82,GBP,3,Confirmed,DEV-001996,193.93.158.166,NG
1709,1343,2026-04-19 23:51:36,2026-05-18,TIA,BCN,689.98,GBP,3,Completed,DEV-001343,171.249.199.154,RO
1710,62,2025-02-22 01:46:09,2025-05-05,DXB,OTP,590.82,GBP,4,Confirmed,DEV-000062,10.232.232.210,US
1711,1434,2026-01-19 15:02:39,2026-07-09,VCE,AMS,2364.06,GBP,3,Confirmed,DEV-001434,164.142.176.165,GR
1712,1725,2026-03-14 23:40:25,2026-05-16,LGW,LOS,76.47,GBP,4,Cancelled,DEV-001725,193.82.226.22,IT
1713,1480,2025-02-27 00:44:47,2025-06-16,AGP,AUH,286.81,GBP,4,Completed,DEV-001480,49.244.240.41,RO
1714,766,2026-07-04 07:30:03,2026-09-12,ATH,OTP,863.42,GBP,2,Confirmed,DEV-000766,216.33.245.23,NL
1715,937,2025-10-06 14:23:52,2026-03-19,ATH,AMS,1327.96,GBP,1,Completed,DEV-000937,193.118.53.223,US
1716,1365,2026-02-09 16:21:14,2026-04-16,LOS,AUH,578.88,GBP,4,Confirmed,DEV-001365,125.120.16.137,GB
1717,1368,2025-07-09 20:39:46,2025-07-16,LOS,DXB,2529.02,GBP,4,Completed,DEV-001368,27.133.61.215,DE
1718,1599,2026-05-17 20:37:54,2026-11-06,DXB,OTP,990.60,GBP,4,Completed,DEV-001599,198.27.209.82,DE
1719,464,2025-12-02 15:22:40,2025-12-03,LOS,OTP,213.25,GBP,4,Confirmed,DEV-000464,149.95.116.185,GR
1720,914,2026-05-23 19:00:24,2026-05-27,ORD,ORY,212.23,GBP,3,Completed,DEV-000914,7.227.44.38,RO
1721,122,2026-03-15 09:49:50,2026-07-28,MAN,LOS,170.51,GBP,4,Completed,DEV-SHARED-037,7.232.161.15,US
1722,138,2025-12-12 21:17:33,2026-06-04,AMS,LOS,1220.87,GBP,1,Cancelled,DEV-000138,88.222.186.118,DE
1723,1033,2025-07-18 13:01:05,2025-10-06,LOS,TIA,613.08,GBP,1,Confirmed,DEV-SHARED-109,19.63.134.236,GR
1724,1354,2026-06-10 13:45:53,2026-08-03,BCN,LHR,280.24,GBP,4,Confirmed,DEV-001354,138.216.198.124,US
1725,907,2026-06-14 19:08:50,2026-06-17,TIA,FCO,383.66,GBP,3,Confirmed,DEV-000907,163.94.249.14,AL
1726,1321,2025-11-03 20:41:18,2026-01-08,FRA,AMS,503.43,GBP,2,Confirmed,DEV-001321,172.26.42.247,GR
1727,246,2026-07-09 17:34:55,2026-07-10,SKG,FCO,2288.44,GBP,2,Pending Review,DEV-FRAUD-008,74.78.52.110,ES
1728,274,2025-08-05 04:21:13,2025-11-28,AMS,BCN,359.78,GBP,2,Confirmed,DEV-000274,157.92.187.174,FR
1729,690,2026-07-01 03:45:42,2026-10-14,MAN,TIA,186.56,GBP,4,Completed,DEV-SHARED-109,92.216.247.123,ES
1730,283,2025-07-16 09:00:36,2025-08-17,OTP,FCO,2247.21,GBP,4,Completed,DEV-000283,108.21.15.70,NL
1731,1928,2026-05-28 22:51:09,2026-11-14,JFK,DXB,1141.22,GBP,3,Confirmed,DEV-001928,66.87.107.45,GB
1732,1831,2025-11-25 04:54:02,2025-12-01,VCE,BCN,1244.92,GBP,1,Completed,DEV-001831,164.6.249.108,IT
1733,1333,2025-05-29 11:56:01,2025-08-29,SKG,FCO,727.31,GBP,2,Confirmed,DEV-001333,124.167.12.108,US
1734,1353,2026-01-07 17:25:13,2026-03-24,SKG,LHR,575.70,GBP,2,Completed,DEV-001353,48.65.205.228,ES
1735,677,2025-10-31 13:45:21,2025-11-20,AMS,LOS,1705.06,GBP,3,Confirmed,DEV-000677,190.181.46.195,FR
1736,418,2026-04-09 05:56:09,2026-06-13,AGP,LOS,399.13,GBP,2,Confirmed,DEV-000418,149.173.251.165,AE
1737,434,2025-03-07 02:16:25,2025-06-28,JFK,LOS,2276.95,GBP,4,Confirmed,DEV-000434,106.120.7.9,DE
1738,1185,2025-03-15 11:42:47,2025-03-20,AMS,TIA,782.98,GBP,3,Confirmed,DEV-001185,62.103.236.27,FR
1739,312,2026-06-30 10:54:59,2026-07-01,LHR,BER,647.50,GBP,2,Confirmed,DEV-000312,119.7.122.158,RO
1740,1640,2025-07-18 16:09:20,2025-12-06,SKG,BCN,1363.81,GBP,4,Confirmed,DEV-001640,106.62.186.171,NG
1741,724,2026-03-26 18:34:30,2026-06-08,BER,LHR,712.74,GBP,1,Confirmed,DEV-000724,99.15.78.163,GR
1742,221,2025-01-21 02:11:34,2025-04-09,VCE,ORD,1343.02,GBP,3,Confirmed,DEV-000221,155.159.198.176,IT
1743,1606,2025-04-04 01:51:37,2025-05-17,TIA,HER,962.09,GBP,3,Confirmed,DEV-001606,143.203.114.116,AE
1744,1086,2025-12-11 14:15:17,2025-12-12,AMS,FCO,753.50,GBP,2,Confirmed,DEV-001086,87.113.204.79,ES
1745,987,2026-01-18 19:21:59,2026-06-20,DXB,BCN,530.01,GBP,2,Completed,DEV-000987,170.42.138.44,GB
1746,447,2026-02-25 21:11:04,2026-05-27,VCE,HER,2079.93,GBP,3,Confirmed,DEV-SHARED-005,196.70.96.73,US
1747,1705,2026-06-05 21:04:38,2026-07-14,DXB,BCN,1496.06,GBP,1,Cancelled,DEV-001705,16.18.186.42,ES
1748,1742,2025-08-07 21:55:16,2025-08-19,OTP,LOS,838.84,GBP,4,Confirmed,DEV-001742,134.213.93.89,US
1749,1906,2025-05-05 06:52:04,2025-07-05,FCO,MUC,1239.40,GBP,4,Pending Review,DEV-001906,198.147.97.249,AE
1750,572,2026-03-26 10:12:31,2026-04-20,TIA,LGW,1543.96,GBP,4,Confirmed,DEV-000572,217.3.107.195,FR
1751,576,2026-03-28 10:27:41,2026-08-06,ORY,DXB,552.02,GBP,3,Confirmed,DEV-000576,101.116.235.53,AE
1752,58,2025-12-25 12:10:10,2026-01-28,LHR,LOS,1029.06,GBP,2,Confirmed,DEV-SHARED-101,160.55.59.72,AE
1753,396,2026-06-16 14:28:48,2026-08-14,AGP,DXB,1380.33,GBP,2,Confirmed,DEV-SHARED-055,47.122.191.55,AL
1754,650,2026-06-01 17:33:33,2026-10-21,DXB,TIA,970.03,GBP,4,Confirmed,DEV-000650,219.5.130.210,AE
1755,1600,2025-07-08 06:32:03,2025-12-21,FRA,ORY,2324.22,GBP,1,Cancelled,DEV-SHARED-068,218.104.35.91,NG
1756,1409,2026-06-01 20:21:33,2026-10-24,TIA,HER,332.86,GBP,1,Confirmed,DEV-001409,191.101.95.200,NG
1757,1367,2025-06-29 15:32:36,2025-10-03,FRA,DXB,2241.66,GBP,1,Confirmed,DEV-001367,147.160.40.181,AE
1758,742,2026-01-21 11:52:01,2026-03-24,LOS,AMS,331.52,GBP,2,Completed,DEV-000742,112.78.195.142,ES
1759,1501,2026-05-12 15:37:19,2026-09-10,LAX,OTP,2340.11,GBP,3,Confirmed,DEV-SHARED-097,54.112.250.69,NG
1760,1969,2026-07-15 14:04:23,2026-10-07,TIA,LOS,886.75,GBP,2,Confirmed,DEV-SHARED-021,100.112.24.25,DE
1761,1188,2025-01-14 02:25:02,2025-06-13,FCO,FRA,2434.26,GBP,1,Confirmed,DEV-001188,222.15.118.116,FR
1762,518,2026-07-14 12:23:04,2026-08-10,NCE,AMS,1459.51,GBP,1,Completed,DEV-SHARED-091,91.163.36.6,NL
1763,1656,2026-06-03 10:01:40,2026-07-18,AMS,TIA,101.60,GBP,3,Confirmed,DEV-001656,120.16.5.221,ES
1764,77,2026-07-14 03:06:00,2026-09-05,LAX,AMS,1192.73,GBP,4,Confirmed,DEV-000077,121.105.126.248,NL
1765,811,2026-07-08 01:25:48,2026-08-01,AGP,AUH,90.76,GBP,4,Completed,DEV-000811,62.124.59.220,GR
1766,1678,2025-11-03 18:20:16,2025-11-03,AMS,BCN,1271.56,GBP,2,Confirmed,DEV-001678,55.144.172.203,NL
1767,1735,2025-11-17 12:59:20,2026-02-24,VCE,BER,1535.59,GBP,1,Confirmed,DEV-001735,151.200.88.156,AL
1768,973,2025-01-16 20:30:46,2025-04-15,OTP,MUC,173.25,GBP,1,Completed,DEV-000973,83.135.25.112,GR
1769,115,2026-05-25 01:05:50,2026-10-08,AMS,LOS,680.96,GBP,1,Confirmed,DEV-000115,24.20.78.224,RO
1770,1639,2026-06-26 18:36:45,2026-10-12,MUC,AMS,955.13,GBP,1,Confirmed,DEV-001639,160.123.238.126,GR
1771,44,2026-01-22 04:38:20,2026-03-03,CDG,AGP,300.74,GBP,2,Confirmed,DEV-000044,28.147.68.164,GB
1772,145,2026-06-20 14:22:35,2026-10-06,ORY,TIA,936.89,GBP,1,Pending Review,DEV-000145,38.26.230.52,NG
1773,1983,2026-05-09 02:33:59,2026-07-11,LOS,CDG,680.81,GBP,4,Confirmed,DEV-001983,102.108.144.2,GR
1774,1039,2025-12-07 15:48:17,2025-12-27,TIA,OTP,875.36,GBP,3,Confirmed,DEV-001039,112.62.79.21,GB
1775,1785,2026-04-12 00:58:45,2026-06-29,FRA,SKG,176.71,GBP,4,Confirmed,DEV-SHARED-013,43.199.134.9,ES
1776,574,2025-06-13 22:22:18,2025-06-13,MAN,AUH,409.87,GBP,1,Completed,DEV-000574,32.35.111.212,RO
1777,888,2025-03-18 18:31:27,2025-05-25,CDG,VCE,566.07,GBP,2,Confirmed,DEV-000888,124.179.251.7,ES
1778,298,2026-05-11 22:06:30,2026-10-28,AMS,FRA,1276.76,GBP,4,Confirmed,DEV-000298,152.78.206.17,AL
1779,218,2025-08-20 19:19:09,2025-11-07,TIA,LGW,2282.49,GBP,2,Confirmed,DEV-000218,62.247.28.161,AE
1780,981,2025-03-28 21:29:22,2025-09-15,AUH,AMS,690.57,GBP,3,Completed,DEV-000981,171.69.146.88,AL
1781,1011,2026-06-19 16:30:37,2026-10-13,AMS,FCO,409.27,GBP,4,Confirmed,DEV-001011,217.200.109.77,US
1782,375,2025-06-10 00:09:56,2025-07-30,JFK,OTP,812.98,GBP,4,Cancelled,DEV-000375,26.33.131.3,FR
1783,1453,2025-05-23 23:18:12,2025-06-01,AMS,LHR,231.42,GBP,2,Completed,DEV-001453,163.183.81.62,RO
1784,128,2025-12-16 19:48:15,2026-01-06,LOS,LAX,1455.57,GBP,1,Completed,DEV-000128,48.137.70.83,NG
1785,501,2025-09-21 04:03:01,2026-01-16,DXB,TIA,851.64,GBP,4,Confirmed,DEV-000501,158.231.78.131,DE
1786,484,2026-06-03 22:44:00,2026-10-18,AMS,AGP,1138.60,GBP,3,Confirmed,DEV-000484,144.163.68.22,IT
1787,1166,2026-06-05 14:59:33,2026-07-15,TIA,LGW,670.36,GBP,1,Cancelled,DEV-001166,59.208.173.236,AL
1788,1432,2026-03-21 05:28:32,2026-03-22,HER,LHR,327.44,GBP,2,Confirmed,DEV-001432,113.126.168.232,AL
1789,1616,2026-01-31 11:17:34,2026-05-11,AMS,LHR,1265.64,GBP,1,Confirmed,DEV-001616,4.226.216.71,AE
1790,1409,2025-12-25 13:24:34,2026-01-31,CDG,AMS,970.25,GBP,3,Completed,DEV-001409,223.213.191.123,AE
1791,181,2025-10-20 06:48:02,2026-03-31,ORY,AGP,818.06,GBP,3,Confirmed,DEV-000181,14.193.116.155,NG
1792,995,2026-05-22 17:03:31,2026-07-30,VCE,MUC,1156.61,GBP,3,Confirmed,DEV-000995,87.230.214.181,ES
1793,1792,2026-05-08 00:23:57,2026-07-28,BER,MXP,162.19,GBP,1,Confirmed,DEV-001792,136.239.114.108,IT
1794,163,2025-06-06 20:55:21,2025-06-07,AGP,LOS,402.97,GBP,4,Confirmed,DEV-000163,169.239.170.79,RO
1795,1657,2026-07-03 03:14:33,2026-10-15,AUH,OTP,822.98,GBP,4,Confirmed,DEV-001657,144.253.148.26,NL
1796,1832,2025-09-03 18:48:17,2025-09-21,HER,CDG,1444.23,GBP,3,Confirmed,DEV-SHARED-114,56.165.68.191,ES
1797,512,2026-05-20 17:02:40,2026-05-20,AMS,LGW,1269.04,GBP,4,Confirmed,DEV-000512,63.40.55.78,IT
1798,598,2026-06-04 19:27:11,2026-06-04,MAD,LOS,595.78,GBP,2,Confirmed,DEV-SHARED-083,150.118.68.230,AE
1799,343,2026-07-16 12:11:18,2026-08-30,TIA,NCE,1266.16,GBP,1,Confirmed,DEV-SHARED-041,35.129.5.60,ES
1800,1356,2026-04-23 18:48:52,2026-04-25,DXB,ORD,1317.38,GBP,2,Confirmed,DEV-001356,29.67.104.163,IT
1801,754,2026-07-20 11:41:18,2026-07-22,HER,NCE,1426.33,GBP,1,Pending Review,DEV-000754,12.193.218.147,AE
1802,1717,2025-08-23 02:24:05,2025-11-28,LOS,BCN,2009.38,GBP,3,Cancelled,DEV-SHARED-018,84.21.243.80,GB
1803,1850,2026-02-22 02:34:46,2026-06-26,HER,LOS,390.40,GBP,4,Completed,DEV-001850,178.221.249.150,NL
1804,738,2026-06-25 19:40:16,2026-11-26,TIA,NCE,168.23,GBP,4,Confirmed,DEV-000738,210.19.29.38,AE
1805,273,2026-02-12 18:33:06,2026-02-14,TIA,LAX,2837.54,GBP,3,Confirmed,DEV-FRAUD-009,160.105.85.16,ES
1806,1425,2026-05-13 18:38:42,2026-09-23,NCE,FRA,351.36,GBP,1,Confirmed,DEV-001425,32.124.226.11,NG
1807,240,2025-12-06 09:57:16,2026-05-21,JFK,FCO,752.83,GBP,3,Completed,DEV-000240,25.205.133.237,GR
1808,1124,2025-09-29 21:37:48,2025-10-04,LHR,ATH,388.67,GBP,4,Confirmed,DEV-001124,163.213.150.218,AE
1809,1523,2026-07-06 13:17:15,2026-07-06,ORY,TIA,76.19,GBP,3,Completed,DEV-001523,203.70.199.122,AL
1810,1304,2026-01-14 21:00:51,2026-07-12,OTP,FCO,1237.10,GBP,1,Completed,DEV-001304,91.15.235.18,NL
1811,1446,2026-05-29 04:56:06,2026-11-17,LAX,LHR,1901.74,GBP,1,Completed,DEV-001446,184.7.27.187,NG
1812,1207,2025-10-09 09:57:49,2026-04-03,LOS,OTP,645.70,GBP,4,Confirmed,DEV-001207,48.215.193.146,RO
1813,317,2025-09-19 23:23:10,2025-11-01,HER,LOS,1200.29,GBP,1,Completed,DEV-000317,110.9.86.253,ES
1814,370,2026-02-12 19:42:13,2026-05-01,TIA,AMS,84.16,GBP,2,Confirmed,DEV-000370,6.134.238.211,DE
1815,1522,2026-06-22 06:41:21,2026-09-26,AMS,TIA,1050.47,GBP,1,Confirmed,DEV-001522,159.83.75.17,FR
1816,1447,2026-05-23 07:35:46,2026-08-09,AMS,TIA,1341.06,GBP,3,Confirmed,DEV-SHARED-018,36.57.100.54,GB
1817,1924,2025-06-15 16:50:54,2025-10-27,LGW,LOS,543.95,GBP,4,Confirmed,DEV-001924,202.151.192.52,DE
1818,528,2025-12-13 06:59:35,2026-03-06,AUH,ORD,1005.07,GBP,1,Pending Review,DEV-000528,193.148.155.63,FR
1819,361,2026-07-06 23:28:43,2026-07-10,AUH,AMS,632.53,GBP,3,Confirmed,DEV-000361,38.245.27.190,FR
1820,685,2025-07-31 23:25:09,2025-10-13,AMS,FCO,385.29,GBP,3,Confirmed,DEV-000685,163.4.55.172,AE
1821,2000,2025-01-28 03:33:10,2025-06-15,SKG,LAX,2196.20,GBP,2,Completed,DEV-002000,107.69.161.240,GR
1822,46,2025-04-19 17:07:51,2025-07-08,ORD,SKG,693.56,GBP,4,Confirmed,DEV-SHARED-075,186.118.53.175,IT
1823,1332,2025-03-05 05:44:13,2025-08-18,NCE,VCE,1332.27,GBP,3,Confirmed,DEV-001332,98.73.11.121,ES
1824,1260,2026-02-22 04:45:52,2026-03-23,AUH,LGW,381.97,GBP,4,Confirmed,DEV-001260,79.2.174.95,GB
1825,1495,2025-05-17 23:49:33,2025-07-19,MXP,AMS,642.22,GBP,4,Completed,DEV-001495,109.216.249.73,DE
1826,97,2026-01-26 17:59:14,2026-05-29,LOS,ORY,2516.72,GBP,3,Completed,DEV-000097,40.245.141.194,AE
1827,1791,2026-07-03 20:45:51,2026-08-23,AMS,ATH,494.82,GBP,1,Confirmed,DEV-001791,194.15.196.39,US
1828,715,2026-02-18 17:07:32,2026-06-10,TIA,VCE,524.36,GBP,4,Cancelled,DEV-000715,87.152.209.118,AE
1829,707,2025-11-29 22:15:16,2026-02-03,SKG,AGP,1495.94,GBP,1,Completed,DEV-000707,212.118.145.200,NL
1830,1448,2026-04-09 12:42:45,2026-05-12,AMS,ORD,441.17,GBP,1,Confirmed,DEV-001448,47.7.47.3,DE
1831,27,2026-06-08 03:30:16,2026-07-07,LHR,AMS,113.07,GBP,4,Completed,DEV-000027,46.248.24.49,NL
1832,965,2025-10-01 15:32:37,2025-12-26,AGP,FCO,918.13,GBP,2,Cancelled,DEV-SHARED-042,18.111.196.229,AE
1833,394,2026-04-09 17:43:48,2026-04-10,SKG,LOS,624.59,GBP,1,Confirmed,DEV-000394,86.200.102.243,US
1834,1759,2026-01-02 16:11:27,2026-01-19,MXP,LAX,1123.36,GBP,1,Confirmed,DEV-001759,29.129.73.21,NL
1835,907,2025-11-03 22:58:22,2026-01-11,AMS,ORD,1259.35,GBP,3,Completed,DEV-000907,158.89.76.31,US
1836,812,2025-04-03 11:44:56,2025-04-05,AMS,HER,2404.77,GBP,1,Pending Review,DEV-000812,219.130.11.176,GB
1837,269,2025-11-04 04:01:25,2026-03-10,AUH,NCE,1030.74,GBP,2,Confirmed,DEV-000269,59.6.38.101,GR
1838,518,2026-05-28 16:54:17,2026-06-06,ATH,TIA,477.90,GBP,1,Completed,DEV-000518,157.46.67.107,NL
1839,821,2025-08-13 10:19:04,2025-08-15,VCE,TIA,496.22,GBP,3,Confirmed,DEV-000821,22.184.244.199,AE
1840,274,2025-07-22 18:41:01,2025-11-28,CDG,ORD,979.55,GBP,2,Confirmed,DEV-000274,31.81.48.178,IT
1841,1957,2026-01-18 15:53:20,2026-03-15,LHR,AMS,289.85,GBP,1,Completed,DEV-SHARED-090,186.15.138.188,NL
1842,824,2026-03-31 06:28:22,2026-04-28,MUC,VCE,132.53,GBP,3,Confirmed,DEV-000824,2.154.214.25,AL
1843,18,2025-11-11 01:09:36,2026-01-28,SKG,MXP,1960.00,GBP,1,Completed,DEV-000018,152.238.226.105,IT
1844,1873,2026-03-14 13:46:04,2026-08-28,AGP,FRA,509.56,GBP,2,Completed,DEV-001873,212.25.52.193,ES
1845,1774,2025-07-25 13:52:05,2025-10-30,AUH,CDG,1548.05,GBP,3,Completed,DEV-001774,182.138.29.7,IT
1846,1482,2025-01-13 16:55:30,2025-02-01,SKG,LGW,2735.36,GBP,1,Confirmed,DEV-FRAUD-029,146.147.42.178,NG
